id,date,user,pc,activity,activity_binary,hour,dayofweek,narrative,predicted_label,risk_level
{K2C7-B2SR78CB-4190DTGV},2010-01-04 07:12:00,ZJS0269,PC-7019,logon,1,7,0,"Logon activity from ZJS0269 on PC-7019 at January 04, 2010 at 07:12 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Z9C8-N2WK32WU-8681VCEE},2010-01-03 08:05:00,IKP0472,PC-3842,logon,1,8,6,"Logon activity from IKP0472 on PC-3842 at January 03, 2010 at 08:05 AM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 8.",uncertain,HIGH
{O3A6-W3EP18US-2453DVCY},2010-01-04 08:57:00,PIS0522,PC-5648,logon,1,8,0,"Logon activity from PIS0522 on PC-5648 at January 04, 2010 at 08:57 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{I2H3-R8LP76KJ-1248ZHTF},2010-01-04 07:15:00,HWY0038,PC-1474,logon,1,7,0,"Logon activity from HWY0038 on PC-1474 at January 04, 2010 at 07:15 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Y2P6-G1LM98DF-5735UOXI},2010-01-05 17:01:00,IIL0513,PC-8067,logoff,0,17,1,"Logoff activity from IIL0513 on PC-8067 at January 05, 2010 at 05:01 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{R2F3-J8NT97SE-2540EBHO},2010-01-05 05:27:38,BAH0875,PC-1377,logoff,0,5,1,"Logoff activity from BAH0875 on PC-1377 at January 05, 2010 at 05:27 AM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 5.",uncertain,MEDIUM
{Z5K4-T4QZ65OQ-2005PGZQ},2010-01-05 08:03:00,JLW0053,PC-5833,logon,1,8,1,"Logon activity from JLW0053 on PC-5833 at January 05, 2010 at 08:03 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{C4Q8-E8NR58AE-1824BLMG},2010-01-04 07:00:00,AVM0947,PC-0285,logon,1,7,0,"Logon activity from AVM0947 on PC-0285 at January 04, 2010 at 07:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{C0R1-J8TS29QN-8664QKQM},2010-01-02 14:06:20,RAW0915,PC-2113,logon,1,14,5,"Logon activity from RAW0915 on PC-2113 at January 02, 2010 at 02:06 PM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 14.",uncertain,HIGH
{W3Y3-A5LY69OP-2621PESQ},2010-01-04 12:30:28,BLB0114,PC-5391,logon,1,12,0,"Logon activity from BLB0114 on PC-5391 at January 04, 2010 at 12:30 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{I8W8-A1HT98WP-8637OSST},2010-01-04 13:47:18,IBS0836,PC-6382,logon,1,13,0,"Logon activity from IBS0836 on PC-6382 at January 04, 2010 at 01:47 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{O1X2-L5TC40JB-9232XEJX},2010-01-04 17:11:00,JCV0245,PC-9136,logoff,0,17,0,"Logoff activity from JCV0245 on PC-9136 at January 04, 2010 at 05:11 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{R7Z7-E1EF52JQ-8599RSPF},2010-01-05 15:59:00,AIH0675,PC-6009,logoff,0,15,1,"Logoff activity from AIH0675 on PC-6009 at January 05, 2010 at 03:59 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{L9G4-R5DZ60JB-6494IUQH},2010-01-04 07:12:00,JGM0934,PC-3301,logon,1,7,0,"Logon activity from JGM0934 on PC-3301 at January 04, 2010 at 07:12 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{X2P4-V5YC72LK-8828FNBZ},2010-01-03 17:54:00,SMH0291,PC-3571,logoff,0,17,6,"Logoff activity from SMH0291 on PC-3571 at January 03, 2010 at 05:54 PM. Authentication: 0 (Unverified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 17.",normal,MEDIUM
{P8N7-F6UW82LV-0875MHSL},2010-01-04 07:58:00,NRD0548,PC-4527,logon,1,7,0,"Logon activity from NRD0548 on PC-4527 at January 04, 2010 at 07:58 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{V3T6-N9LE04DO-9633NOMR},2010-01-04 09:03:00,MDH0686,PC-9901,logon,1,9,0,"Logon activity from MDH0686 on PC-9901 at January 04, 2010 at 09:03 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{H6Q9-T4VJ72JB-6852FOXZ},2010-01-05 16:16:00,HDS0367,PC-8680,logoff,0,16,1,"Logoff activity from HDS0367 on PC-8680 at January 05, 2010 at 04:16 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G2C7-Y5OI40YT-3720YJCE},2010-01-04 09:03:29,MPT0376,PC-3847,logoff,0,9,0,"Logoff activity from MPT0376 on PC-3847 at January 04, 2010 at 09:03 AM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{P2S9-Y6YL85SZ-7681GIQK},2010-01-04 09:14:00,IUY0279,PC-9140,logon,1,9,0,"Logon activity from IUY0279 on PC-9140 at January 04, 2010 at 09:14 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{E2P2-H5HV24FW-1387IDXJ},2010-01-04 08:18:00,CIG0052,PC-7903,logon,1,8,0,"Logon activity from CIG0052 on PC-7903 at January 04, 2010 at 08:18 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{Z0Y9-E4PX78YH-2694JKTO},2010-01-05 13:25:32,RDT0424,PC-3742,logon,1,13,1,"Logon activity from RDT0424 on PC-3742 at January 05, 2010 at 01:25 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{D8R9-D4AW12XY-1476FESN},2010-01-04 07:47:00,JKJ0698,PC-1917,logon,1,7,0,"Logon activity from JKJ0698 on PC-1917 at January 04, 2010 at 07:47 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{J4V0-M2LD65ER-3563BOJI},2010-01-04 18:01:00,EGD0409,PC-3263,logoff,0,18,0,"Logoff activity from EGD0409 on PC-3263 at January 04, 2010 at 06:01 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{O7W6-P2YU65UY-5497HYYP},2010-01-05 08:17:00,KJP0371,PC-2124,logon,1,8,1,"Logon activity from KJP0371 on PC-2124 at January 05, 2010 at 08:17 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{P7B9-O9YR77NN-5094JMRT},2010-01-04 17:10:00,GCS0518,PC-2125,logoff,0,17,0,"Logoff activity from GCS0518 on PC-2125 at January 04, 2010 at 05:10 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{T0F0-I3XT85YO-0208CHXR},2010-01-04 17:07:00,SCF0608,PC-8864,logoff,0,17,0,"Logoff activity from SCF0608 on PC-8864 at January 04, 2010 at 05:07 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{P3F5-W9FP08DX-5273MNDD},2010-01-03 17:04:00,IIL0513,PC-8067,logoff,0,17,6,"Logoff activity from IIL0513 on PC-8067 at January 03, 2010 at 05:04 PM. Authentication: 0 (Unverified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 17.",uncertain,HIGH
{X3F0-Z0XP78QF-7167FBOZ},2010-01-04 18:04:00,DPM0423,PC-2567,logoff,0,18,0,"Logoff activity from DPM0423 on PC-2567 at January 04, 2010 at 06:04 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{X1H5-O0YA05HD-6375JIXG},2010-01-04 09:08:00,HCL0113,PC-6779,logon,1,9,0,"Logon activity from HCL0113 on PC-6779 at January 04, 2010 at 09:08 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{O5U2-F8LT71PP-8316WRWQ},2010-01-04 08:15:00,BWH0813,PC-5110,logon,1,8,0,"Logon activity from BWH0813 on PC-5110 at January 04, 2010 at 08:15 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{H9N8-H5LU64VF-8429PAIO},2010-01-05 17:14:00,SVL0803,PC-6020,logoff,0,17,1,"Logoff activity from SVL0803 on PC-6020 at January 05, 2010 at 05:14 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{A8N2-F2QC30ST-0137JQWI},2010-01-03 12:24:18,OBH0499,PC-7989,logon,1,12,6,"Logon activity from OBH0499 on PC-7989 at January 03, 2010 at 12:24 PM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 12.",uncertain,HIGH
{F1U8-Y2MY51TR-9434EEQZ},2010-01-04 17:51:00,NAR0981,PC-6183,logoff,0,17,0,"Logoff activity from NAR0981 on PC-6183 at January 04, 2010 at 05:51 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{I2U6-N4XI94WF-1964ICRE},2010-01-05 17:05:00,EHR0096,PC-5508,logoff,0,17,1,"Logoff activity from EHR0096 on PC-5508 at January 05, 2010 at 05:05 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{G7O4-Z5DX51BS-5369XNEC},2010-01-04 17:24:00,SPA0141,PC-2560,logoff,0,17,0,"Logoff activity from SPA0141 on PC-2560 at January 04, 2010 at 05:24 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{T6U9-L7RA67HK-8146CQZW},2010-01-05 17:11:00,AAF0791,PC-7357,logoff,0,17,1,"Logoff activity from AAF0791 on PC-7357 at January 05, 2010 at 05:11 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{O6V4-D4ZE35MQ-1853XIWQ},2010-01-04 21:51:12,UIR0043,PC-6519,logon,1,21,0,"Logon activity from UIR0043 on PC-6519 at January 04, 2010 at 09:51 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{N4X2-K6RH91ON-7201UAQO},2010-01-05 07:39:00,DBG0261,PC-6692,logon,1,7,1,"Logon activity from DBG0261 on PC-6692 at January 05, 2010 at 07:39 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{C6N3-M6CO90FS-3677IKIN},2010-01-05 13:50:25,SMY0792,PC-5923,logon,1,13,1,"Logon activity from SMY0792 on PC-5923 at January 05, 2010 at 01:50 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{N2D7-O5HD99DC-7800HLBO},2010-01-05 07:30:00,JGT0221,PC-2948,logon,1,7,1,"Logon activity from JGT0221 on PC-2948 at January 05, 2010 at 07:30 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{O8W6-D6JA57CZ-9404NFOT},2010-01-04 16:44:00,NMG0766,PC-6258,logoff,0,16,0,"Logoff activity from NMG0766 on PC-6258 at January 04, 2010 at 04:44 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",normal,LOW
{Y3V6-L5JG13LL-7147UYQR},2010-01-04 09:09:00,KJM0887,PC-7695,logon,1,9,0,"Logon activity from KJM0887 on PC-7695 at January 04, 2010 at 09:09 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{F9Y0-U3BC31LL-5774HVCK},2010-01-05 09:20:00,DKB0631,PC-0818,logon,1,9,1,"Logon activity from DKB0631 on PC-0818 at January 05, 2010 at 09:20 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{K7V1-F3AX57OV-7732DBTF},2010-01-05 12:00:36,MDM0625,PC-4984,logon,1,12,1,"Logon activity from MDM0625 on PC-4984 at January 05, 2010 at 12:00 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{O6T6-Z2EF59PB-1313MCFI},2010-01-05 16:00:00,CKD0680,PC-6282,logoff,0,16,1,"Logoff activity from CKD0680 on PC-6282 at January 05, 2010 at 04:00 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{R3E4-M8TS04NK-8392ONTE},2010-01-05 08:12:38,NGC0058,PC-6119,logon,1,8,1,"Logon activity from NGC0058 on PC-6119 at January 05, 2010 at 08:12 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{J5V0-X2JK89SB-6296AGZF},2010-01-04 08:00:00,ERH0449,PC-1389,logon,1,8,0,"Logon activity from ERH0449 on PC-1389 at January 04, 2010 at 08:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{G2T4-Z8VA77OT-8374MTXT},2010-01-03 09:03:00,BQS0525,PC-0269,logon,1,9,6,"Logon activity from BQS0525 on PC-0269 at January 03, 2010 at 09:03 AM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 9.",normal,LOW
{K7P4-G9MF27LS-9138JIBA},2010-01-05 08:31:00,RAB0589,PC-1609,logon,1,8,1,"Logon activity from RAB0589 on PC-1609 at January 05, 2010 at 08:31 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{H0Z3-V1GW46HP-5811ZKXS},2010-01-05 09:01:00,CAS0507,PC-8739,logon,1,9,1,"Logon activity from CAS0507 on PC-8739 at January 05, 2010 at 09:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{J9G3-C2UG58XO-2982NUHF},2010-01-05 17:45:00,MAH0864,PC-2024,logoff,0,17,1,"Logoff activity from MAH0864 on PC-2024 at January 05, 2010 at 05:45 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{F5N9-C8XQ04CK-1759JXES},2010-01-05 09:11:00,PMJ0564,PC-0741,logon,1,9,1,"Logon activity from PMJ0564 on PC-0741 at January 05, 2010 at 09:11 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{N1L5-G7ME07UK-2743NCBS},2010-01-05 16:12:00,ELH0960,PC-7775,logoff,0,16,1,"Logoff activity from ELH0960 on PC-7775 at January 05, 2010 at 04:12 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{F3B3-F1TB26AV-5241MSEW},2010-01-05 07:48:00,NBH0256,PC-5852,logon,1,7,1,"Logon activity from NBH0256 on PC-5852 at January 05, 2010 at 07:48 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{B7B1-E8VL13HV-6171LLJB},2010-01-05 07:09:00,ECL0930,PC-8127,logon,1,7,1,"Logon activity from ECL0930 on PC-8127 at January 05, 2010 at 07:09 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Y2R3-K9ZC81KS-6260DBFO},2010-01-05 08:16:00,CUD0795,PC-7779,logon,1,8,1,"Logon activity from CUD0795 on PC-7779 at January 05, 2010 at 08:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{W9L4-L7RM43XO-9371DMAR},2010-01-05 00:44:55,JGT0221,PC-7974,logoff,0,0,1,"Logoff activity from JGT0221 on PC-7974 at January 05, 2010 at 12:44 AM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 0.",uncertain,MEDIUM
{Z4T4-Z8VX46LO-5055HSXX},2010-01-04 18:35:00,VMJ0147,PC-3873,logoff,0,18,0,"Logoff activity from VMJ0147 on PC-3873 at January 04, 2010 at 06:35 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{W1I4-H6XL17NB-0725LBKZ},2010-01-04 09:35:35,ILJ0526,PC-3847,logon,1,9,0,"Logon activity from ILJ0526 on PC-3847 at January 04, 2010 at 09:35 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{X1J6-U2DC82RZ-4035NGIF},2010-01-05 09:15:00,CAC0889,PC-1941,logon,1,9,1,"Logon activity from CAC0889 on PC-1941 at January 05, 2010 at 09:15 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{V8W9-K0IE62CN-6409FSAT},2010-01-05 16:57:00,HLH0512,PC-2288,logoff,0,16,1,"Logoff activity from HLH0512 on PC-2288 at January 05, 2010 at 04:57 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{I8W9-R6NW20DJ-9488XFTZ},2010-01-05 17:51:00,WXH0872,PC-9460,logoff,0,17,1,"Logoff activity from WXH0872 on PC-9460 at January 05, 2010 at 05:51 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{Q4M1-H3LJ56JW-8881HSQF},2010-01-04 16:13:00,SBN0971,PC-0151,logoff,0,16,0,"Logoff activity from SBN0971 on PC-0151 at January 04, 2010 at 04:13 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{F9K3-Q1PD92IU-5821IGXW},2010-01-02 07:13:00,AHC0142,PC-8893,logon,1,7,5,"Logon activity from AHC0142 on PC-8893 at January 02, 2010 at 07:13 AM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 7.",uncertain,HIGH
{H7G0-P4MY48SL-9387GIUU},2010-01-05 01:32:58,MNS0224,PC-1526,logoff,0,1,1,"Logoff activity from MNS0224 on PC-1526 at January 05, 2010 at 01:32 AM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 1.",uncertain,MEDIUM
{F3L1-I6JS78DD-5385BOWH},2010-01-04 23:03:45,HWY0038,PC-4547,logon,1,23,0,"Logon activity from HWY0038 on PC-4547 at January 04, 2010 at 11:03 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 23.",uncertain,MEDIUM
{U9P2-F7XQ43NS-4081TIHF},2010-01-05 08:30:00,JCR0770,PC-8711,logon,1,8,1,"Logon activity from JCR0770 on PC-8711 at January 05, 2010 at 08:30 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{G8X9-E4QS83AC-6555ENCH},2010-01-03 07:46:00,ATE0869,PC-1313,logon,1,7,6,"Logon activity from ATE0869 on PC-1313 at January 03, 2010 at 07:46 AM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 7.",uncertain,HIGH
{U5S6-Z3ZM93DW-6203GRXF},2010-01-04 17:08:00,MAD0496,PC-2244,logoff,0,17,0,"Logoff activity from MAD0496 on PC-2244 at January 04, 2010 at 05:08 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",normal,LOW
{S8O7-V1IO13DE-5106WHWA},2010-01-05 07:38:00,CSC0217,PC-6377,logon,1,7,1,"Logon activity from CSC0217 on PC-6377 at January 05, 2010 at 07:38 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{U5O6-F1ZQ44NF-7020YJZS},2010-01-04 07:53:00,CAB0614,PC-6638,logon,1,7,0,"Logon activity from CAB0614 on PC-6638 at January 04, 2010 at 07:53 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{I9T6-B6CK83XD-8863NSXW},2010-01-04 08:21:00,MSG0839,PC-3227,logon,1,8,0,"Logon activity from MSG0839 on PC-3227 at January 04, 2010 at 08:21 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{Y3Y8-F7NY72IV-5595WWJL},2010-01-03 07:57:00,HAD0246,PC-0926,logon,1,7,6,"Logon activity from HAD0246 on PC-0926 at January 03, 2010 at 07:57 AM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 7.",uncertain,HIGH
{C8C7-S9BL68RD-4284SALJ},2010-01-05 08:16:00,TLM0797,PC-4577,logon,1,8,1,"Logon activity from TLM0797 on PC-4577 at January 05, 2010 at 08:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{S8L9-Y4DK63XQ-1540GXHF},2010-01-04 08:13:00,XHW0498,PC-9840,logon,1,8,0,"Logon activity from XHW0498 on PC-9840 at January 04, 2010 at 08:13 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{X8E7-Z7BT02ZV-9337FTSH},2010-01-04 12:54:24,GAF0570,PC-0474,logon,1,12,0,"Logon activity from GAF0570 on PC-0474 at January 04, 2010 at 12:54 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{I4A9-D3XA08ND-9860DVIS},2010-01-05 07:16:00,LHB0967,PC-2996,logon,1,7,1,"Logon activity from LHB0967 on PC-2996 at January 05, 2010 at 07:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{V2B1-H7IO89PJ-1071UWJX},2010-01-04 17:00:00,KBL0260,PC-9706,logoff,0,17,0,"Logoff activity from KBL0260 on PC-9706 at January 04, 2010 at 05:00 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",normal,LOW
{R7E8-Q9II05OZ-3314OMHD},2010-01-05 08:02:00,AJN0607,PC-8303,logon,1,8,1,"Logon activity from AJN0607 on PC-8303 at January 05, 2010 at 08:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{N7C3-L1JT63YR-2774ZGFP},2010-01-04 15:56:00,ASS0206,PC-5276,logoff,0,15,0,"Logoff activity from ASS0206 on PC-5276 at January 04, 2010 at 03:56 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
