id,date,user,pc,activity,hour,dayofweek,activity_binary,text,predicted_label,risk_level
{D7U7-A8JR68HZ-6034ORZY},2010-01-05 13:42:36,KMB0922,PC-1725,Connect,13,1,1,"Device activity from KMB0922 on PC-1725 at January 05, 2010 at 01:42 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{X7G5-G6AM47YQ-7421KDRT},2010-01-07 11:47:47,JMD0520,PC-1243,Connect,11,3,1,"Device activity from JMD0520 on PC-1243 at January 07, 2010 at 11:47 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{K6L7-S7GG46OA-8459KBYW},2010-01-04 09:29:15,KKW0879,PC-2531,Connect,9,0,1,"Device activity from KKW0879 on PC-2531 at January 04, 2010 at 09:29 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 9.",uncertain,MEDIUM
{H8X5-X0YA56BF-2815KQKJ},2010-01-03 16:01:23,BRB0355,PC-9896,Disconnect,16,6,0,"Device activity from BRB0355 on PC-9896 at January 03, 2010 at 04:01 PM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 16.",uncertain,MEDIUM
{D5N5-T6WD11NK-9881WHNJ},2010-01-04 13:33:10,KWE0082,PC-1933,Disconnect,13,0,0,"Device activity from KWE0082 on PC-1933 at January 04, 2010 at 01:33 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{W5Z5-U1XB09XD-0111HWLN},2010-01-04 16:33:36,HAH0760,PC-1038,Disconnect,16,0,0,"Device activity from HAH0760 on PC-1038 at January 04, 2010 at 04:33 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{Q9G1-V2VF57AR-6003HECE},2010-01-07 12:37:38,LJT0817,PC-3120,Disconnect,12,3,0,"Device activity from LJT0817 on PC-3120 at January 07, 2010 at 12:37 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 12.",uncertain,LOW
{L5U8-M4FU48AU-4031CCRD},2010-01-04 16:34:17,SMY0792,PC-5923,Disconnect,16,0,0,"Device activity from SMY0792 on PC-5923 at January 04, 2010 at 04:34 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{G8F2-I4FD76TE-1175DWMK},2010-01-04 18:11:48,BTR0403,PC-8277,Disconnect,18,0,0,"Device activity from BTR0403 on PC-8277 at January 04, 2010 at 06:11 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 18.",uncertain,LOW
{Z0L5-Z9JR38ZG-1572BZVO},2010-01-04 14:40:47,BRB0355,PC-9896,Disconnect,14,0,0,"Device activity from BRB0355 on PC-9896 at January 04, 2010 at 02:40 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{Q6E3-L5VP50UM-2393EOQG},2010-01-07 09:48:47,BQS0525,PC-0269,Disconnect,9,3,0,"Device activity from BQS0525 on PC-0269 at January 07, 2010 at 09:48 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{M8D4-I5IB75FT-3396PLIF},2010-01-04 12:02:51,MOH0273,PC-6699,Connect,12,0,1,"Device activity from MOH0273 on PC-6699 at January 04, 2010 at 12:02 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{S3P1-S7SB24IB-1086RINQ},2010-01-05 15:14:32,THR0873,PC-4804,Disconnect,15,1,0,"Device activity from THR0873 on PC-4804 at January 05, 2010 at 03:14 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{Q9J9-S2AN89BI-0136KJJU},2010-01-06 15:24:35,VSS0154,PC-6055,Disconnect,15,2,0,"Device activity from VSS0154 on PC-6055 at January 06, 2010 at 03:24 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{G7F2-A5KK16CN-2065YZUQ},2010-01-05 13:37:48,SCP0130,PC-2057,Connect,13,1,1,"Device activity from SCP0130 on PC-2057 at January 05, 2010 at 01:37 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{Y0E5-O1PN26IL-9311IPTV},2010-01-05 13:21:01,MLL0598,PC-0189,Connect,13,1,1,"Device activity from MLL0598 on PC-0189 at January 05, 2010 at 01:21 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{U6K8-M0MP06JC-3750WHRL},2010-01-03 15:30:58,BQS0525,PC-0269,Connect,15,6,1,"Device activity from BQS0525 on PC-0269 at January 03, 2010 at 03:30 PM. Activity: Connect (Binary: 1). Occurred on Sat at hour 15.",uncertain,HIGH
{R3N2-Q5OC60QT-6208VZFM},2010-01-05 15:23:54,LBH0942,PC-3640,Disconnect,15,1,0,"Device activity from LBH0942 on PC-3640 at January 05, 2010 at 03:23 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{M4I3-C3EM22PY-1626PQOL},2010-01-04 17:04:28,EGD0132,PC-4211,Disconnect,17,0,0,"Device activity from EGD0132 on PC-4211 at January 04, 2010 at 05:04 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 17.",uncertain,LOW
{D4J3-Y2GM91QZ-4739AYUH},2010-01-04 14:30:41,HWW0436,PC-8391,Connect,14,0,1,"Device activity from HWW0436 on PC-8391 at January 04, 2010 at 02:30 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{O6R9-F7DQ00TZ-2061SRKV},2010-01-07 14:56:22,IIW0249,PC-0843,Connect,14,3,1,"Device activity from IIW0249 on PC-0843 at January 07, 2010 at 02:56 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 14.",uncertain,MEDIUM
{B9V9-U1XV89EL-2160OIFZ},2010-01-03 13:31:26,IRM0931,PC-7188,Connect,13,6,1,"Device activity from IRM0931 on PC-7188 at January 03, 2010 at 01:31 PM. Activity: Connect (Binary: 1). Occurred on Sat at hour 13.",uncertain,HIGH
{L4Z3-K5QV63TJ-6947AZJW},2010-01-05 14:53:14,BAJ0654,PC-9268,Disconnect,14,1,0,"Device activity from BAJ0654 on PC-9268 at January 05, 2010 at 02:53 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{Q2R0-P1CM99YL-4281OYLI},2010-01-07 14:31:40,BRM0995,PC-0768,Disconnect,14,3,0,"Device activity from BRM0995 on PC-0768 at January 07, 2010 at 02:31 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{S6T5-E5JN19II-5066QSQW},2010-01-05 14:26:38,BAL0044,PC-5179,Disconnect,14,1,0,"Device activity from BAL0044 on PC-5179 at January 05, 2010 at 02:26 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{O9H5-Q7ML08JP-9942NKIL},2010-01-07 14:38:04,CIM0271,PC-3291,Connect,14,3,1,"Device activity from CIM0271 on PC-3291 at January 07, 2010 at 02:38 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 14.",uncertain,MEDIUM
{P2Z9-U8RA02NW-2934WPTP},2010-01-06 09:02:49,IBB0359,PC-4195,Disconnect,9,2,0,"Device activity from IBB0359 on PC-4195 at January 06, 2010 at 09:02 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 9.",uncertain,LOW
{A4G4-S7YD55RM-4458SRMI},2010-01-06 11:36:58,BRM0995,PC-0768,Disconnect,11,2,0,"Device activity from BRM0995 on PC-0768 at January 06, 2010 at 11:36 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{R1D1-R8IA61WC-7017VBTH},2010-01-07 10:06:59,HCM0267,PC-7651,Connect,10,3,1,"Device activity from HCM0267 on PC-7651 at January 07, 2010 at 10:06 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{M4T9-J5UP21KM-2231EKKP},2010-01-06 11:20:48,ZKS0899,PC-8517,Disconnect,11,2,0,"Device activity from ZKS0899 on PC-8517 at January 06, 2010 at 11:20 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{Y3F7-I0EW91AH-6373RFDZ},2010-01-05 12:05:25,KKW0879,PC-2531,Disconnect,12,1,0,"Device activity from KKW0879 on PC-2531 at January 05, 2010 at 12:05 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 12.",uncertain,LOW
{Y7K4-P0PY57LA-1671MSNY},2010-01-04 17:14:18,KKW0879,PC-2531,Disconnect,17,0,0,"Device activity from KKW0879 on PC-2531 at January 04, 2010 at 05:14 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 17.",uncertain,LOW
{V1F7-E7FP90UB-3278OVNV},2010-01-07 08:04:02,LBH0942,PC-3640,Disconnect,8,3,0,"Device activity from LBH0942 on PC-3640 at January 07, 2010 at 08:04 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 8.",uncertain,LOW
{L7W8-T9YT99NQ-3638QPPL},2010-01-07 09:07:25,MPM0220,PC-2344,Disconnect,9,3,0,"Device activity from MPM0220 on PC-2344 at January 07, 2010 at 09:07 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{V3T3-U8KG68LA-1411OOIG},2010-01-07 11:49:47,AJN0607,PC-8303,Connect,11,3,1,"Device activity from AJN0607 on PC-8303 at January 07, 2010 at 11:49 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{W8G4-K6TK57VJ-0346AJPW},2010-01-06 15:07:39,OBH0499,PC-7989,Disconnect,15,2,0,"Device activity from OBH0499 on PC-7989 at January 06, 2010 at 03:07 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{T5J9-N5DB67GF-8338IVDY},2010-01-04 13:49:51,RSC0089,PC-9929,Disconnect,13,0,0,"Device activity from RSC0089 on PC-9929 at January 04, 2010 at 01:49 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{J8N8-A9YY71TX-4819YMJT},2010-01-03 11:46:12,BVC0790,PC-0008,Disconnect,11,6,0,"Device activity from BVC0790 on PC-0008 at January 03, 2010 at 11:46 AM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 11.",uncertain,MEDIUM
{F0T5-P1FI19JJ-5828WNKN},2010-01-06 16:11:12,BJP0134,PC-0898,Disconnect,16,2,0,"Device activity from BJP0134 on PC-0898 at January 06, 2010 at 04:11 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{I7W5-M1JN18RB-8236VOFG},2010-01-06 17:32:46,CEJ0109,PC-6980,Disconnect,17,2,0,"Device activity from CEJ0109 on PC-6980 at January 06, 2010 at 05:32 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 17.",uncertain,LOW
{D7Y2-Y0XU05XE-5687RUNB},2010-01-07 15:23:36,KJJ0293,PC-7425,Connect,15,3,1,"Device activity from KJJ0293 on PC-7425 at January 07, 2010 at 03:23 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{M8U1-W4AQ90IP-4491GRBS},2010-01-06 22:40:17,AJF0370,PC-8164,Connect,22,2,1,"Device activity from AJF0370 on PC-8164 at January 06, 2010 at 10:40 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 22.",uncertain,MEDIUM
{P7T1-I9ZX78QR-1448QSBG},2010-01-07 12:09:11,MLL0598,PC-0189,Connect,12,3,1,"Device activity from MLL0598 on PC-0189 at January 07, 2010 at 12:09 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{A7M8-L7XJ27DK-8895PIGO},2010-01-06 12:24:46,AVM0947,PC-0285,Connect,12,2,1,"Device activity from AVM0947 on PC-0285 at January 06, 2010 at 12:24 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 12.",uncertain,MEDIUM
{J3W2-I4MF11XZ-7294QSKG},2010-01-06 10:16:44,EGD0132,PC-4211,Disconnect,10,2,0,"Device activity from EGD0132 on PC-4211 at January 06, 2010 at 10:16 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 10.",uncertain,LOW
{D5B2-B6AX30OU-2378NPSV},2010-01-06 15:16:34,HJS0072,PC-0836,Disconnect,15,2,0,"Device activity from HJS0072 on PC-0836 at January 06, 2010 at 03:16 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{V9T1-C6UB49VN-4075WLAJ},2010-01-06 09:32:24,DIB0081,PC-9524,Connect,9,2,1,"Device activity from DIB0081 on PC-9524 at January 06, 2010 at 09:32 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{G7I0-N6NZ74RI-6672NHKK},2010-01-05 17:30:41,BJM0111,PC-6866,Connect,17,1,1,"Device activity from BJM0111 on PC-6866 at January 05, 2010 at 05:30 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 17.",uncertain,MEDIUM
{G4Y3-Z5JK75BJ-2038WAGX},2010-01-04 19:01:04,BSS0369,PC-7865,Disconnect,19,0,0,"Device activity from BSS0369 on PC-7865 at January 04, 2010 at 07:01 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 19.",uncertain,LOW
{S2H7-S2BW47YK-1766SFUJ},2010-01-06 22:58:04,EIS0041,PC-0745,Connect,22,2,1,"Device activity from EIS0041 on PC-0745 at January 06, 2010 at 10:58 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 22.",uncertain,MEDIUM
{D1U7-V7QJ85RC-0421KFUH},2010-01-07 13:59:09,AIB0948,PC-8245,Disconnect,13,3,0,"Device activity from AIB0948 on PC-8245 at January 07, 2010 at 01:59 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{Y5B7-U0CJ63RX-1304PTMN},2010-01-07 15:34:30,DBB0384,PC-4243,Connect,15,3,1,"Device activity from DBB0384 on PC-4243 at January 07, 2010 at 03:34 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{T6K6-Q4QG02EJ-4370ZSGA},2010-01-05 10:49:07,ZKS0899,PC-8517,Connect,10,1,1,"Device activity from ZKS0899 on PC-8517 at January 05, 2010 at 10:49 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{H9X8-R0QB50BG-6009OAKA},2010-01-02 08:25:19,MOH0273,PC-6699,Connect,8,5,1,"Device activity from MOH0273 on PC-6699 at January 02, 2010 at 08:25 AM. Activity: Connect (Binary: 1). Occurred on Fri at hour 8.",uncertain,HIGH
{L0C6-A7TO73UG-1035QMTW},2010-01-06 09:35:27,SAA0999,PC-4559,Connect,9,2,1,"Device activity from SAA0999 on PC-4559 at January 06, 2010 at 09:35 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{C1I7-N2KC86MY-9161PDSW},2010-01-06 09:15:39,CTA0020,PC-3118,Disconnect,9,2,0,"Device activity from CTA0020 on PC-3118 at January 06, 2010 at 09:15 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 9.",uncertain,LOW
{V0H4-L5XG54JL-4118ZTHU},2010-01-06 15:49:08,BMG0917,PC-6688,Disconnect,15,2,0,"Device activity from BMG0917 on PC-6688 at January 06, 2010 at 03:49 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{B1I3-J6XG41QP-2966DAAK},2010-01-03 10:19:34,HSB0196,PC-8001,Disconnect,10,6,0,"Device activity from HSB0196 on PC-8001 at January 03, 2010 at 10:19 AM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 10.",uncertain,MEDIUM
{J0X1-F3SC63FA-5041WZBD},2010-01-05 13:28:46,DBB0384,PC-4243,Connect,13,1,1,"Device activity from DBB0384 on PC-4243 at January 05, 2010 at 01:28 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{G0L5-J8WW91XG-5773LHTX},2010-01-06 11:34:55,HSB0196,PC-8001,Disconnect,11,2,0,"Device activity from HSB0196 on PC-8001 at January 06, 2010 at 11:34 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{D5A1-Q2PL96PM-3083EGMZ},2010-01-04 12:50:31,HVF0067,PC-9939,Disconnect,12,0,0,"Device activity from HVF0067 on PC-9939 at January 04, 2010 at 12:50 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
{P3K4-C8RO40YO-2413LQRU},2010-01-04 14:55:51,CLB0774,PC-7029,Disconnect,14,0,0,"Device activity from CLB0774 on PC-7029 at January 04, 2010 at 02:55 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{P8W8-T4YS21TL-0340XFON},2010-01-03 10:45:39,DLM0051,PC-0166,Connect,10,6,1,"Device activity from DLM0051 on PC-0166 at January 03, 2010 at 10:45 AM. Activity: Connect (Binary: 1). Occurred on Sat at hour 10.",uncertain,HIGH
{L1H0-F2EI64ZX-6255OJFX},2010-01-06 15:20:38,CWR0502,PC-3737,Connect,15,2,1,"Device activity from CWR0502 on PC-3737 at January 06, 2010 at 03:20 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{P5G0-J8LC04XT-8569AGOV},2010-01-04 14:29:06,RSC0089,PC-9929,Disconnect,14,0,0,"Device activity from RSC0089 on PC-9929 at January 04, 2010 at 02:29 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{W2F2-Z3BK22IK-8696CIYS},2010-01-05 08:56:47,BMG0917,PC-6688,Connect,8,1,1,"Device activity from BMG0917 on PC-6688 at January 05, 2010 at 08:56 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 8.",uncertain,MEDIUM
{I0E7-X8GE48VZ-1689YQJN},2010-01-06 10:36:02,MDH0580,PC-4579,Connect,10,2,1,"Device activity from MDH0580 on PC-4579 at January 06, 2010 at 10:36 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 10.",uncertain,MEDIUM
{K0D6-B3RQ25SY-3204BZYU},2010-01-05 12:39:01,UAD0771,PC-2499,Connect,12,1,1,"Device activity from UAD0771 on PC-2499 at January 05, 2010 at 12:39 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{V9S6-E5SY30QQ-7897XCGZ},2010-01-06 14:05:08,KWE0082,PC-1933,Disconnect,14,2,0,"Device activity from KWE0082 on PC-1933 at January 06, 2010 at 02:05 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{H5T9-T3MN87EF-7808EVDC},2010-01-05 10:25:36,IBB0359,PC-4195,Disconnect,10,1,0,"Device activity from IBB0359 on PC-4195 at January 05, 2010 at 10:25 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 10.",uncertain,LOW
{W2X9-Y9UM51II-5762TJXK},2010-01-06 04:31:54,HDS0367,PC-9999,Connect,4,2,1,"Device activity from HDS0367 on PC-9999 at January 06, 2010 at 04:31 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 4.",uncertain,MEDIUM
{K7P8-C9EF39RW-1203SHZG},2010-01-06 10:46:01,JDF0593,PC-6301,Disconnect,10,2,0,"Device activity from JDF0593 on PC-6301 at January 06, 2010 at 10:46 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 10.",uncertain,LOW
{W5A5-C2HN92PC-9909CWZR},2010-01-04 09:33:57,ZKS0899,PC-8517,Disconnect,9,0,0,"Device activity from ZKS0899 on PC-8517 at January 04, 2010 at 09:33 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{J8Y3-G6GA41PA-0867YSKR},2010-01-06 12:54:59,PSF0133,PC-4925,Connect,12,2,1,"Device activity from PSF0133 on PC-4925 at January 06, 2010 at 12:54 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 12.",uncertain,MEDIUM
{T2E1-K3EO95FD-8514JLEE},2010-01-07 09:13:02,CLB0774,PC-7029,Connect,9,3,1,"Device activity from CLB0774 on PC-7029 at January 07, 2010 at 09:13 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{E2I2-P2ZD81XD-4126VEHG},2010-01-06 14:41:09,HRL0540,PC-1117,Disconnect,14,2,0,"Device activity from HRL0540 on PC-1117 at January 06, 2010 at 02:41 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{B2X4-E2GG98ND-5328TNQB},2010-01-04 05:09:11,BAL0044,PC-5833,Disconnect,5,0,0,"Device activity from BAL0044 on PC-5833 at January 04, 2010 at 05:09 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 5.",uncertain,LOW
{X2S4-E7WY79BG-1753VPOK},2010-01-05 10:01:15,HSB0196,PC-8001,Connect,10,1,1,"Device activity from HSB0196 on PC-8001 at January 05, 2010 at 10:01 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{K7N3-D2EZ17KP-3419VTGJ},2010-01-07 13:34:36,BRM0995,PC-0768,Connect,13,3,1,"Device activity from BRM0995 on PC-0768 at January 07, 2010 at 01:34 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 13.",uncertain,MEDIUM
{O3X0-R6MZ14KK-0660SNCU},2010-01-06 09:32:22,AIB0948,PC-8245,Connect,9,2,1,"Device activity from AIB0948 on PC-8245 at January 06, 2010 at 09:32 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{P5N6-O8LX44SN-5397CBAX},2010-01-05 11:40:54,ZKS0899,PC-8517,Disconnect,11,1,0,"Device activity from ZKS0899 on PC-8517 at January 05, 2010 at 11:40 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 11.",uncertain,LOW
{V6M8-V6HN16UT-1309OXBP},2010-01-02 16:18:36,MOH0273,PC-6699,Connect,16,5,1,"Device activity from MOH0273 on PC-6699 at January 02, 2010 at 04:18 PM. Activity: Connect (Binary: 1). Occurred on Fri at hour 16.",uncertain,HIGH
{C3B8-N5IQ00EF-1078VMNL},2010-01-06 08:57:41,HSB0196,PC-8001,Connect,8,2,1,"Device activity from HSB0196 on PC-8001 at January 06, 2010 at 08:57 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 8.",uncertain,MEDIUM
{E8Y2-Z2FG50OL-2291UHQI},2010-01-06 15:12:16,CTA0020,PC-3118,Connect,15,2,1,"Device activity from CTA0020 on PC-3118 at January 06, 2010 at 03:12 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{V7A6-Q7TX66EU-6988HESB},2010-01-06 16:01:30,QRM0739,PC-7343,Disconnect,16,2,0,"Device activity from QRM0739 on PC-7343 at January 06, 2010 at 04:01 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{A0A5-M2FZ39WI-6839DUBU},2010-01-06 15:46:36,GKO0078,PC-4233,Connect,15,2,1,"Device activity from GKO0078 on PC-4233 at January 06, 2010 at 03:46 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{Z0F4-O3FF26TN-8556FJGM},2010-01-04 10:06:17,BQS0525,PC-0269,Connect,10,0,1,"Device activity from BQS0525 on PC-0269 at January 04, 2010 at 10:06 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{S0Q5-E7WO21JL-5623NMGM},2010-01-05 11:05:29,SAA0999,PC-4559,Disconnect,11,1,0,"Device activity from SAA0999 on PC-4559 at January 05, 2010 at 11:05 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 11.",uncertain,LOW
{U6S6-Y8YI91RY-4392VBQF},2010-01-04 11:30:55,AKR0057,PC-2879,Disconnect,11,0,0,"Device activity from AKR0057 on PC-2879 at January 04, 2010 at 11:30 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 11.",uncertain,LOW
{E9X4-L0QB14JE-1194RJXW},2010-01-06 17:09:01,MOH0273,PC-6699,Disconnect,17,2,0,"Device activity from MOH0273 on PC-6699 at January 06, 2010 at 05:09 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 17.",uncertain,LOW
{S5D6-J6CK68PN-9506JCUK},2010-01-07 07:21:26,MLM0950,PC-9787,Connect,7,3,1,"Device activity from MLM0950 on PC-9787 at January 07, 2010 at 07:21 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 7.",uncertain,MEDIUM
{G8T3-J4ON91LQ-9251ESUD},2010-01-07 13:57:26,QOS0878,PC-2211,Disconnect,13,3,0,"Device activity from QOS0878 on PC-2211 at January 07, 2010 at 01:57 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{D8F9-Y7KD98XW-5462NUNU},2010-01-05 12:31:54,BEH0615,PC-9461,Disconnect,12,1,0,"Device activity from BEH0615 on PC-9461 at January 05, 2010 at 12:31 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 12.",uncertain,LOW
{S9O7-N3AX24WY-8362IOGF},2010-01-04 14:43:03,HCM0267,PC-7651,Connect,14,0,1,"Device activity from HCM0267 on PC-7651 at January 04, 2010 at 02:43 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{B8M2-G8OW57MQ-8665VWSV},2010-01-04 12:46:42,DIB0285,PC-1268,Disconnect,12,0,0,"Device activity from DIB0285 on PC-1268 at January 04, 2010 at 12:46 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
