id,date,user,pc,activity,text,predicted_label,risk_level
{Q4A3-E7FL90PL-7980GTAH},1/4/2010 14:36,DTAA/RXE0207,PC-0650,Connect,"User DTAA/RXE0207 connect PC-0650 on April 01, 2010 at 02:36 PM. Session ID: {Q4A3-E7FL90PL-7980GTAH}",normal,LOW
{S4P9-H4HU00DJ-3384IRRK},1/4/2010 14:40,DTAA/SJH0588,PC-2512,Disconnect,"User DTAA/SJH0588 disconnect PC-2512 on April 01, 2010 at 02:40 PM. Session ID: {S4P9-H4HU00DJ-3384IRRK}",normal,MEDIUM
{M4N7-I5FH88XL-4521OECF},1/4/2010 14:40,DTAA/ZKH0388,PC-1021,Disconnect,"User DTAA/ZKH0388 disconnect PC-1021 on April 01, 2010 at 02:40 PM. Session ID: {M4N7-I5FH88XL-4521OECF}",normal,MEDIUM
{Y3N8-G7MN22AB-9997GIHO},1/4/2010 14:47,DTAA/TNB0740,PC-2015,Disconnect,"User DTAA/TNB0740 disconnect PC-2015 on April 01, 2010 at 02:47 PM. Session ID: {Y3N8-G7MN22AB-9997GIHO}",normal,MEDIUM
{Y2Y9-H6YZ73SP-5384AUFW},1/4/2010 14:48,DTAA/RCW0436,PC-3171,Connect,"User DTAA/RCW0436 connect PC-3171 on April 01, 2010 at 02:48 PM. Session ID: {Y2Y9-H6YZ73SP-5384AUFW}",normal,LOW
{S6E3-B8IJ51MQ-6628FYTL},1/4/2010 14:48,DTAA/MXM0838,PC-4983,Connect,"User DTAA/MXM0838 connect PC-4983 on April 01, 2010 at 02:48 PM. Session ID: {S6E3-B8IJ51MQ-6628FYTL}",normal,LOW
{F2J2-Z1ND19JN-0058ZCFU},1/4/2010 14:53,DTAA/ODW0839,PC-1940,Disconnect,"User DTAA/ODW0839 disconnect PC-1940 on April 01, 2010 at 02:53 PM. Session ID: {F2J2-Z1ND19JN-0058ZCFU}",normal,MEDIUM
{W7B0-E4UK50GU-4821JRSF},1/4/2010 14:57,DTAA/SAH0192,PC-4079,Connect,"User DTAA/SAH0192 connect PC-4079 on April 01, 2010 at 02:57 PM. Session ID: {W7B0-E4UK50GU-4821JRSF}",normal,LOW
{Q0L7-X2TH84GT-7893AYCV},1/4/2010 15:00,DTAA/IKH0904,PC-3664,Connect,"User DTAA/IKH0904 connect PC-3664 on April 01, 2010 at 03:00 PM. Session ID: {Q0L7-X2TH84GT-7893AYCV}",normal,LOW
{S9H9-D2HF69WA-4421EGWT},1/4/2010 15:05,DTAA/CAW0976,PC-4600,Connect,"User DTAA/CAW0976 connect PC-4600 on April 01, 2010 at 03:05 PM. Session ID: {S9H9-D2HF69WA-4421EGWT}",normal,LOW
{K7K2-I8WT67IL-1121RZFB},1/4/2010 15:12,DTAA/IKH0904,PC-3664,Disconnect,"User DTAA/IKH0904 disconnect PC-3664 on April 01, 2010 at 03:12 PM. Session ID: {K7K2-I8WT67IL-1121RZFB}",normal,MEDIUM
{Z9I8-W0NV16GD-9163SMPK},1/4/2010 15:15,DTAA/EMZ0196,PC-1479,Disconnect,"User DTAA/EMZ0196 disconnect PC-1479 on April 01, 2010 at 03:15 PM. Session ID: {Z9I8-W0NV16GD-9163SMPK}",normal,MEDIUM
{P5V7-V3MC39UY-1891IUEX},1/4/2010 15:17,DTAA/COS0121,PC-0462,Disconnect,"User DTAA/COS0121 disconnect PC-0462 on April 01, 2010 at 03:17 PM. Session ID: {P5V7-V3MC39UY-1891IUEX}",normal,MEDIUM
{G8T5-R3RD00MO-6135VQBK},1/4/2010 15:17,DTAA/LRH0747,PC-2216,Connect,"User DTAA/LRH0747 connect PC-2216 on April 01, 2010 at 03:17 PM. Session ID: {G8T5-R3RD00MO-6135VQBK}",normal,LOW
{N7P6-K9ZQ08RX-5205OBNM},1/4/2010 15:22,DTAA/AMA0191,PC-4736,Connect,"User DTAA/AMA0191 connect PC-4736 on April 01, 2010 at 03:22 PM. Session ID: {N7P6-K9ZQ08RX-5205OBNM}",normal,LOW
{S5F7-U9BY85PP-2716OMMJ},1/4/2010 15:23,DTAA/CSC0297,PC-2848,Disconnect,"User DTAA/CSC0297 disconnect PC-2848 on April 01, 2010 at 03:23 PM. Session ID: {S5F7-U9BY85PP-2716OMMJ}",normal,MEDIUM
{E7F1-M7YR38PK-2293HFPW},1/4/2010 15:27,DTAA/BGF0236,PC-1848,Disconnect,"User DTAA/BGF0236 disconnect PC-1848 on April 01, 2010 at 03:27 PM. Session ID: {E7F1-M7YR38PK-2293HFPW}",normal,MEDIUM
{G8J2-C3RL83QD-7382FHFT},1/4/2010 15:28,DTAA/CHM0645,PC-1775,Connect,"User DTAA/CHM0645 connect PC-1775 on April 01, 2010 at 03:28 PM. Session ID: {G8J2-C3RL83QD-7382FHFT}",normal,LOW
{G3F9-A9VR56EU-3416CAOW},1/4/2010 15:28,DTAA/RXE0207,PC-0650,Disconnect,"User DTAA/RXE0207 disconnect PC-0650 on April 01, 2010 at 03:28 PM. Session ID: {G3F9-A9VR56EU-3416CAOW}",normal,MEDIUM
{S7U0-M6BQ87WE-3081HGRB},1/4/2010 15:28,DTAA/AJC0266,PC-4661,Connect,"User DTAA/AJC0266 connect PC-4661 on April 01, 2010 at 03:28 PM. Session ID: {S7U0-M6BQ87WE-3081HGRB}",normal,LOW
{A4C9-N0TJ70YA-1945SEIX},1/4/2010 15:33,DTAA/JZO0727,PC-2134,Disconnect,"User DTAA/JZO0727 disconnect PC-2134 on April 01, 2010 at 03:33 PM. Session ID: {A4C9-N0TJ70YA-1945SEIX}",normal,MEDIUM
{L6O9-G6EL65OK-8150FJBZ},1/4/2010 15:35,DTAA/PSP0555,PC-0017,Disconnect,"User DTAA/PSP0555 disconnect PC-0017 on April 01, 2010 at 03:35 PM. Session ID: {L6O9-G6EL65OK-8150FJBZ}",normal,MEDIUM
{V8H6-I6RF08PB-1779FURU},1/4/2010 15:40,DTAA/SAH0192,PC-4079,Disconnect,"User DTAA/SAH0192 disconnect PC-4079 on April 01, 2010 at 03:40 PM. Session ID: {V8H6-I6RF08PB-1779FURU}",normal,MEDIUM
{G7I2-N2CQ16LF-3703BVJR},1/4/2010 15:41,DTAA/PXB0069,PC-1972,Disconnect,"User DTAA/PXB0069 disconnect PC-1972 on April 01, 2010 at 03:41 PM. Session ID: {G7I2-N2CQ16LF-3703BVJR}",normal,MEDIUM
{U3A6-B4TO53EX-7509PDUO},1/4/2010 15:46,DTAA/YCB0005,PC-3392,Connect,"User DTAA/YCB0005 connect PC-3392 on April 01, 2010 at 03:46 PM. Session ID: {U3A6-B4TO53EX-7509PDUO}",normal,LOW
{P5O0-L6UX75HO-3554NWCG},1/4/2010 15:49,DTAA/SPK0818,PC-1938,Disconnect,"User DTAA/SPK0818 disconnect PC-1938 on April 01, 2010 at 03:49 PM. Session ID: {P5O0-L6UX75HO-3554NWCG}",normal,MEDIUM
{E1Q8-W7FB63EU-7143VFCE},1/4/2010 15:53,DTAA/LCK0666,PC-3245,Disconnect,"User DTAA/LCK0666 disconnect PC-3245 on April 01, 2010 at 03:53 PM. Session ID: {E1Q8-W7FB63EU-7143VFCE}",normal,MEDIUM
{W0D8-U1SI51EW-3911YIAL},1/4/2010 15:58,DTAA/JNF0543,PC-1389,Connect,"User DTAA/JNF0543 connect PC-1389 on April 01, 2010 at 03:58 PM. Session ID: {W0D8-U1SI51EW-3911YIAL}",normal,LOW
{B8O1-T5QL88ZV-8496IKLT},1/4/2010 15:59,DTAA/JNF0543,PC-1389,Disconnect,"User DTAA/JNF0543 disconnect PC-1389 on April 01, 2010 at 03:59 PM. Session ID: {B8O1-T5QL88ZV-8496IKLT}",normal,MEDIUM
{Z8J5-S0CZ03OS-8394JAQM},1/4/2010 16:01,DTAA/RCW0436,PC-3171,Disconnect,"User DTAA/RCW0436 disconnect PC-3171 on April 01, 2010 at 04:01 PM. Session ID: {Z8J5-S0CZ03OS-8394JAQM}",normal,MEDIUM
{W3C4-X6VC70AV-9357BLHC},1/4/2010 16:02,DTAA/VMA0051,PC-1950,Connect,"User DTAA/VMA0051 connect PC-1950 on April 01, 2010 at 04:02 PM. Session ID: {W3C4-X6VC70AV-9357BLHC}",normal,LOW
{G6N8-Z4FS34CQ-8833SBXM},1/4/2010 16:02,DTAA/WJG0153,PC-3249,Connect,"User DTAA/WJG0153 connect PC-3249 on April 01, 2010 at 04:02 PM. Session ID: {G6N8-Z4FS34CQ-8833SBXM}",normal,LOW
{I1Q8-Q0LN71QO-0332RMKE},1/4/2010 16:02,DTAA/AJC0266,PC-4661,Disconnect,"User DTAA/AJC0266 disconnect PC-4661 on April 01, 2010 at 04:02 PM. Session ID: {I1Q8-Q0LN71QO-0332RMKE}",normal,MEDIUM
{I6P4-J9QM51TI-6114HWDG},1/4/2010 16:03,DTAA/WDW0485,PC-3096,Disconnect,"User DTAA/WDW0485 disconnect PC-3096 on April 01, 2010 at 04:03 PM. Session ID: {I6P4-J9QM51TI-6114HWDG}",normal,MEDIUM
{W0M9-F3TZ56IY-1029CTHH},1/4/2010 16:05,DTAA/ARK0026,PC-2707,Connect,"User DTAA/ARK0026 connect PC-2707 on April 01, 2010 at 04:05 PM. Session ID: {W0M9-F3TZ56IY-1029CTHH}",normal,LOW
{M1X3-D6TR80KP-7692JAWA},1/4/2010 16:06,DTAA/CAC0854,PC-0303,Connect,"User DTAA/CAC0854 connect PC-0303 on April 01, 2010 at 04:06 PM. Session ID: {M1X3-D6TR80KP-7692JAWA}",normal,LOW
{Y9U1-L7PY15HJ-2379TTZX},1/4/2010 16:06,DTAA/GRS0372,PC-2242,Connect,"User DTAA/GRS0372 connect PC-2242 on April 01, 2010 at 04:06 PM. Session ID: {Y9U1-L7PY15HJ-2379TTZX}",normal,LOW
{R1S7-A3YG87QF-9462ZJAX},1/4/2010 16:08,DTAA/AJA0220,PC-3872,Disconnect,"User DTAA/AJA0220 disconnect PC-3872 on April 01, 2010 at 04:08 PM. Session ID: {R1S7-A3YG87QF-9462ZJAX}",normal,MEDIUM
{U1D6-C2MR92FT-7306IMFD},1/4/2010 16:11,DTAA/SHR0025,PC-0288,Connect,"User DTAA/SHR0025 connect PC-0288 on April 01, 2010 at 04:11 PM. Session ID: {U1D6-C2MR92FT-7306IMFD}",normal,LOW
{W6J8-K3BA20OC-3993RMCH},1/4/2010 16:14,DTAA/GRS0372,PC-2242,Disconnect,"User DTAA/GRS0372 disconnect PC-2242 on April 01, 2010 at 04:14 PM. Session ID: {W6J8-K3BA20OC-3993RMCH}",normal,MEDIUM
{U6P5-S8YX76GW-6875XUOK},1/4/2010 16:15,DTAA/HSR0472,PC-3512,Connect,"User DTAA/HSR0472 connect PC-3512 on April 01, 2010 at 04:15 PM. Session ID: {U6P5-S8YX76GW-6875XUOK}",normal,LOW
{P4L6-Y7BE54HB-1666KDJB},1/4/2010 16:15,DTAA/OJH0425,PC-1730,Disconnect,"User DTAA/OJH0425 disconnect PC-1730 on April 01, 2010 at 04:15 PM. Session ID: {P4L6-Y7BE54HB-1666KDJB}",normal,MEDIUM
{R2U7-V2ZG96OQ-3356GRYE},1/4/2010 16:17,DTAA/ATJ0284,PC-4337,Connect,"User DTAA/ATJ0284 connect PC-4337 on April 01, 2010 at 04:17 PM. Session ID: {R2U7-V2ZG96OQ-3356GRYE}",normal,LOW
{U1X4-L8JJ48JD-5659JKVE},1/4/2010 16:20,DTAA/SHR0025,PC-0288,Disconnect,"User DTAA/SHR0025 disconnect PC-0288 on April 01, 2010 at 04:20 PM. Session ID: {U1X4-L8JJ48JD-5659JKVE}",normal,MEDIUM
{N5W2-F7ZG76LK-3206AABD},1/4/2010 16:20,DTAA/WJG0153,PC-3249,Disconnect,"User DTAA/WJG0153 disconnect PC-3249 on April 01, 2010 at 04:20 PM. Session ID: {N5W2-F7ZG76LK-3206AABD}",normal,MEDIUM
{N5O0-T0XR66AN-4091GXWY},1/4/2010 16:20,DTAA/JMS0793,PC-3179,Connect,"User DTAA/JMS0793 connect PC-3179 on April 01, 2010 at 04:20 PM. Session ID: {N5O0-T0XR66AN-4091GXWY}",normal,LOW
{Y0Q9-A8HQ46TU-6361FIVI},1/4/2010 16:21,DTAA/MXM0838,PC-4983,Disconnect,"User DTAA/MXM0838 disconnect PC-4983 on April 01, 2010 at 04:21 PM. Session ID: {Y0Q9-A8HQ46TU-6361FIVI}",normal,MEDIUM
{K5Q2-Q9XE15JW-4811GSHY},1/4/2010 16:25,DTAA/KKW0676,PC-4445,Connect,"User DTAA/KKW0676 connect PC-4445 on April 01, 2010 at 04:25 PM. Session ID: {K5Q2-Q9XE15JW-4811GSHY}",normal,LOW
{L5M2-W6WM42HF-0053OIWD},1/4/2010 16:27,DTAA/HIB0604,PC-4209,Connect,"User DTAA/HIB0604 connect PC-4209 on April 01, 2010 at 04:27 PM. Session ID: {L5M2-W6WM42HF-0053OIWD}",normal,LOW
{U8F8-O7RA70LI-2660OYOD},1/4/2010 16:27,DTAA/HSR0472,PC-3512,Disconnect,"User DTAA/HSR0472 disconnect PC-3512 on April 01, 2010 at 04:27 PM. Session ID: {U8F8-O7RA70LI-2660OYOD}",normal,MEDIUM
{N3W5-K1CH94OE-1897AHIH},1/4/2010 16:31,DTAA/ESB0080,PC-2529,Disconnect,"User DTAA/ESB0080 disconnect PC-2529 on April 01, 2010 at 04:31 PM. Session ID: {N3W5-K1CH94OE-1897AHIH}",normal,MEDIUM
{Q3L0-H0GG87XB-3684IYRI},1/4/2010 16:32,DTAA/ATJ0284,PC-4337,Disconnect,"User DTAA/ATJ0284 disconnect PC-4337 on April 01, 2010 at 04:32 PM. Session ID: {Q3L0-H0GG87XB-3684IYRI}",normal,MEDIUM
{K5I4-A3PW08IV-9423IRTY},1/4/2010 16:33,DTAA/YCB0005,PC-3392,Disconnect,"User DTAA/YCB0005 disconnect PC-3392 on April 01, 2010 at 04:33 PM. Session ID: {K5I4-A3PW08IV-9423IRTY}",normal,MEDIUM
{U5D9-M9SI58WM-0223ELMR},1/4/2010 16:37,DTAA/BNW0850,PC-2260,Disconnect,"User DTAA/BNW0850 disconnect PC-2260 on April 01, 2010 at 04:37 PM. Session ID: {U5D9-M9SI58WM-0223ELMR}",normal,MEDIUM
{X1K5-Q1WL01FE-4210CRCD},1/4/2010 16:37,DTAA/CAW0976,PC-4600,Disconnect,"User DTAA/CAW0976 disconnect PC-4600 on April 01, 2010 at 04:37 PM. Session ID: {X1K5-Q1WL01FE-4210CRCD}",normal,MEDIUM
{O6L4-M0OF64DU-3520DCSP},1/4/2010 16:38,DTAA/JMS0793,PC-3179,Disconnect,"User DTAA/JMS0793 disconnect PC-3179 on April 01, 2010 at 04:38 PM. Session ID: {O6L4-M0OF64DU-3520DCSP}",normal,MEDIUM
{M1K6-R2OW82RG-9457VYOA},1/4/2010 16:39,DTAA/AMA0191,PC-4736,Disconnect,"User DTAA/AMA0191 disconnect PC-4736 on April 01, 2010 at 04:39 PM. Session ID: {M1K6-R2OW82RG-9457VYOA}",normal,MEDIUM
{I2Q9-A2LO66OR-2467JMSA},1/4/2010 16:42,DTAA/VMA0051,PC-1950,Disconnect,"User DTAA/VMA0051 disconnect PC-1950 on April 01, 2010 at 04:42 PM. Session ID: {I2Q9-A2LO66OR-2467JMSA}",normal,MEDIUM
{X3L5-N0MN34CB-5500HXDK},1/4/2010 16:45,DTAA/JJR0278,PC-1005,Disconnect,"User DTAA/JJR0278 disconnect PC-1005 on April 01, 2010 at 04:45 PM. Session ID: {X3L5-N0MN34CB-5500HXDK}",normal,MEDIUM
{O3R4-I1AE59QQ-5882NFQD},1/4/2010 16:49,DTAA/RBC0879,PC-1261,Disconnect,"User DTAA/RBC0879 disconnect PC-1261 on April 01, 2010 at 04:49 PM. Session ID: {O3R4-I1AE59QQ-5882NFQD}",normal,MEDIUM
{O3Z7-E5GI14EN-9311UGRK},1/4/2010 16:55,DTAA/HTC0607,PC-1033,Connect,"User DTAA/HTC0607 connect PC-1033 on April 01, 2010 at 04:55 PM. Session ID: {O3Z7-E5GI14EN-9311UGRK}",normal,LOW
{F2N7-N4JC30ET-8225FZZM},1/4/2010 16:59,DTAA/LRH0747,PC-2216,Disconnect,"User DTAA/LRH0747 disconnect PC-2216 on April 01, 2010 at 04:59 PM. Session ID: {F2N7-N4JC30ET-8225FZZM}",normal,MEDIUM
{Y3S3-Y5ZC13BQ-5563XBSC},1/4/2010 17:07,DTAA/CCG0876,PC-3910,Connect,"User DTAA/CCG0876 connect PC-3910 on April 01, 2010 at 05:07 PM. Session ID: {Y3S3-Y5ZC13BQ-5563XBSC}",normal,LOW
{P0D9-A0HI36QI-3051OQAA},1/4/2010 17:11,DTAA/ACH0803,PC-4334,Connect,"User DTAA/ACH0803 connect PC-4334 on April 01, 2010 at 05:11 PM. Session ID: {P0D9-A0HI36QI-3051OQAA}",normal,LOW
{Q4Z6-K6UC02PV-0647UCKG},1/4/2010 17:14,DTAA/ACH0803,PC-4334,Disconnect,"User DTAA/ACH0803 disconnect PC-4334 on April 01, 2010 at 05:14 PM. Session ID: {Q4Z6-K6UC02PV-0647UCKG}",normal,MEDIUM
{O5Y4-V6XK28ZN-9914FOYJ},1/4/2010 17:14,DTAA/ABB0272,PC-0726,Disconnect,"User DTAA/ABB0272 disconnect PC-0726 on April 01, 2010 at 05:14 PM. Session ID: {O5Y4-V6XK28ZN-9914FOYJ}",normal,MEDIUM
{H1Z3-J1FV58PY-6205GYMF},1/4/2010 17:15,DTAA/MCM0346,PC-2974,Disconnect,"User DTAA/MCM0346 disconnect PC-2974 on April 01, 2010 at 05:15 PM. Session ID: {H1Z3-J1FV58PY-6205GYMF}",normal,MEDIUM
{M2F7-F6DF54WL-0240YAOU},1/4/2010 17:19,DTAA/CCG0876,PC-3910,Disconnect,"User DTAA/CCG0876 disconnect PC-3910 on April 01, 2010 at 05:19 PM. Session ID: {M2F7-F6DF54WL-0240YAOU}",normal,MEDIUM
{E6N7-A5ES23JG-3126YVON},1/4/2010 17:28,DTAA/FDP0500,PC-4873,Connect,"User DTAA/FDP0500 connect PC-4873 on April 01, 2010 at 05:28 PM. Session ID: {E6N7-A5ES23JG-3126YVON}",normal,LOW
{Z7W6-N4NP95QT-4655SUMF},1/4/2010 17:32,DTAA/CAC0854,PC-0303,Disconnect,"User DTAA/CAC0854 disconnect PC-0303 on April 01, 2010 at 05:32 PM. Session ID: {Z7W6-N4NP95QT-4655SUMF}",normal,MEDIUM
{R1Q8-G7XQ69YS-2738MBRE},1/4/2010 17:36,DTAA/VFP0669,PC-1717,Disconnect,"User DTAA/VFP0669 disconnect PC-1717 on April 01, 2010 at 05:36 PM. Session ID: {R1Q8-G7XQ69YS-2738MBRE}",normal,MEDIUM
{P9X7-Z6GZ65LV-7093BAPS},1/4/2010 17:36,DTAA/KKW0676,PC-4445,Disconnect,"User DTAA/KKW0676 disconnect PC-4445 on April 01, 2010 at 05:36 PM. Session ID: {P9X7-Z6GZ65LV-7093BAPS}",normal,MEDIUM
{R7O4-N0FR01UJ-2972ZRVG},1/4/2010 17:38,DTAA/AGW0182,PC-4531,Connect,"User DTAA/AGW0182 connect PC-4531 on April 01, 2010 at 05:38 PM. Session ID: {R7O4-N0FR01UJ-2972ZRVG}",normal,LOW
{C2N6-S5HD66DD-2793MEMM},1/4/2010 17:39,DTAA/AGW0182,PC-4531,Disconnect,"User DTAA/AGW0182 disconnect PC-4531 on April 01, 2010 at 05:39 PM. Session ID: {C2N6-S5HD66DD-2793MEMM}",normal,MEDIUM
{A2L4-R9PN29LR-8904UVGP},1/4/2010 17:40,DTAA/MMF0289,PC-1734,Disconnect,"User DTAA/MMF0289 disconnect PC-1734 on April 01, 2010 at 05:40 PM. Session ID: {A2L4-R9PN29LR-8904UVGP}",normal,MEDIUM
{Q3G9-E1BV38TT-6446SUXD},1/4/2010 17:49,DTAA/ARK0026,PC-2707,Disconnect,"User DTAA/ARK0026 disconnect PC-2707 on April 01, 2010 at 05:49 PM. Session ID: {Q3G9-E1BV38TT-6446SUXD}",normal,MEDIUM
{X0X0-N0WG09MM-3514PSYS},1/4/2010 17:50,DTAA/TAO0639,PC-2198,Disconnect,"User DTAA/TAO0639 disconnect PC-2198 on April 01, 2010 at 05:50 PM. Session ID: {X0X0-N0WG09MM-3514PSYS}",normal,MEDIUM
{B5H0-N5TB86SE-5250JCBD},1/4/2010 17:54,DTAA/GRG0693,PC-3411,Connect,"User DTAA/GRG0693 connect PC-3411 on April 01, 2010 at 05:54 PM. Session ID: {B5H0-N5TB86SE-5250JCBD}",normal,LOW
{B0P0-W8XR71ID-1881QNBJ},1/4/2010 18:07,DTAA/JSB0493,PC-2493,Connect,"User DTAA/JSB0493 connect PC-2493 on April 01, 2010 at 06:07 PM. Session ID: {B0P0-W8XR71ID-1881QNBJ}",normal,LOW
{T5T1-B5IE85XJ-5061EZZW},1/4/2010 18:22,DTAA/CPP0761,PC-2665,Disconnect,"User DTAA/CPP0761 disconnect PC-2665 on April 01, 2010 at 06:22 PM. Session ID: {T5T1-B5IE85XJ-5061EZZW}",normal,MEDIUM
{X6R0-Y4OL75TB-5507TPCZ},1/4/2010 18:23,DTAA/HIB0604,PC-4209,Disconnect,"User DTAA/HIB0604 disconnect PC-4209 on April 01, 2010 at 06:23 PM. Session ID: {X6R0-Y4OL75TB-5507TPCZ}",normal,MEDIUM
{K5W1-U7CN77EM-7749JCFE},1/4/2010 18:23,DTAA/JSB0493,PC-2493,Disconnect,"User DTAA/JSB0493 disconnect PC-2493 on April 01, 2010 at 06:23 PM. Session ID: {K5W1-U7CN77EM-7749JCFE}",normal,MEDIUM
{B1I5-Q7MC99EN-8535GGQL},1/4/2010 18:29,DTAA/XKR0971,PC-1355,Connect,"User DTAA/XKR0971 connect PC-1355 on April 01, 2010 at 06:29 PM. Session ID: {B1I5-Q7MC99EN-8535GGQL}",normal,LOW
{Q9V5-K9WL63DC-9655ECKU},1/4/2010 18:39,DTAA/AJB0016,PC-1116,Connect,"User DTAA/AJB0016 connect PC-1116 on April 01, 2010 at 06:39 PM. Session ID: {Q9V5-K9WL63DC-9655ECKU}",normal,LOW
{I6A2-G3UE77MA-7402SPEN},1/4/2010 18:41,DTAA/XKR0971,PC-1355,Disconnect,"User DTAA/XKR0971 disconnect PC-1355 on April 01, 2010 at 06:41 PM. Session ID: {I6A2-G3UE77MA-7402SPEN}",normal,MEDIUM
{D9A9-F1GM06HV-7040RICE},1/4/2010 18:49,DTAA/HDR0261,PC-2506,Disconnect,"User DTAA/HDR0261 disconnect PC-2506 on April 01, 2010 at 06:49 PM. Session ID: {D9A9-F1GM06HV-7040RICE}",normal,MEDIUM
{K7C3-G0WT93CQ-8087EROY},1/4/2010 18:54,DTAA/OYR0801,PC-0088,Disconnect,"User DTAA/OYR0801 disconnect PC-0088 on April 01, 2010 at 06:54 PM. Session ID: {K7C3-G0WT93CQ-8087EROY}",normal,MEDIUM
{I8R7-T6SC06LF-6125DHEF},1/4/2010 19:01,DTAA/LBB0095,PC-2780,Connect,"User DTAA/LBB0095 connect PC-2780 on April 01, 2010 at 07:01 PM. Session ID: {I8R7-T6SC06LF-6125DHEF}",normal,LOW
{Z5W0-S8FA75IH-2544ENPA},1/4/2010 19:02,DTAA/LBB0095,PC-2780,Disconnect,"User DTAA/LBB0095 disconnect PC-2780 on April 01, 2010 at 07:02 PM. Session ID: {Z5W0-S8FA75IH-2544ENPA}",normal,MEDIUM
{L5T2-M0FP36RX-7496TURX},1/4/2010 21:25,DTAA/NDS0490,PC-2549,Connect,"User DTAA/NDS0490 connect PC-2549 on April 01, 2010 at 09:25 PM. Session ID: {L5T2-M0FP36RX-7496TURX}",normal,LOW
{M8V8-X0IE73VU-7037NCIS},1/4/2010 21:26,DTAA/NDS0490,PC-2549,Disconnect,"User DTAA/NDS0490 disconnect PC-2549 on April 01, 2010 at 09:26 PM. Session ID: {M8V8-X0IE73VU-7037NCIS}",normal,MEDIUM
{P7M6-W2CZ92MF-9139WASN},1/5/2010 2:51,DTAA/CHA0174,PC-2751,Connect,"User DTAA/CHA0174 connect PC-2751 on May 01, 2010 at 02:51 AM. Session ID: {P7M6-W2CZ92MF-9139WASN}",uncertain,HIGH
{I0P9-A9AN27EB-1420BFHT},1/5/2010 2:58,DTAA/CHA0174,PC-2751,Disconnect,"User DTAA/CHA0174 disconnect PC-2751 on May 01, 2010 at 02:58 AM. Session ID: {I0P9-A9AN27EB-1420BFHT}",normal,MEDIUM
{U7N6-V4KF49HZ-8480MHQH},1/5/2010 3:34,DTAA/JCS0873,PC-1560,Connect,"User DTAA/JCS0873 connect PC-1560 on May 01, 2010 at 03:34 AM. Session ID: {U7N6-V4KF49HZ-8480MHQH}",normal,LOW
{H3J9-H8VD41WU-3863JBKH},1/5/2010 3:58,DTAA/JCS0873,PC-1560,Disconnect,"User DTAA/JCS0873 disconnect PC-1560 on May 01, 2010 at 03:58 AM. Session ID: {H3J9-H8VD41WU-3863JBKH}",normal,MEDIUM
{V1L9-V3PN78JZ-8911PLAJ},1/5/2010 4:00,DTAA/JHD0512,PC-2683,Connect,"User DTAA/JHD0512 connect PC-2683 on May 01, 2010 at 04:00 AM. Session ID: {V1L9-V3PN78JZ-8911PLAJ}",normal,LOW
{A1O0-T2PX71WE-3984YLKJ},1/5/2010 4:11,DTAA/JHD0512,PC-2683,Disconnect,"User DTAA/JHD0512 disconnect PC-2683 on May 01, 2010 at 04:11 AM. Session ID: {A1O0-T2PX71WE-3984YLKJ}",normal,MEDIUM
{F4X3-R5ZM65TP-5076PWQD},1/5/2010 7:33,DTAA/CCB0496,PC-0214,Connect,"User DTAA/CCB0496 connect PC-0214 on May 01, 2010 at 07:33 AM. Session ID: {F4X3-R5ZM65TP-5076PWQD}",normal,LOW
{I1B6-O6DL63CN-1254LEEA},1/5/2010 7:39,DTAA/MIK0034,PC-0845,Connect,"User DTAA/MIK0034 connect PC-0845 on May 01, 2010 at 07:39 AM. Session ID: {I1B6-O6DL63CN-1254LEEA}",normal,LOW
{I3Q6-E4QV91OP-9082LQJQ},1/5/2010 8:09,DTAA/ARM0416,PC-1249,Connect,"User DTAA/ARM0416 connect PC-1249 on May 01, 2010 at 08:09 AM. Session ID: {I3Q6-E4QV91OP-9082LQJQ}",normal,LOW
{N9D2-A1EI06KF-0936CPZM},1/5/2010 8:11,DTAA/GNH0394,PC-2161,Connect,"User DTAA/GNH0394 connect PC-2161 on May 01, 2010 at 08:11 AM. Session ID: {N9D2-A1EI06KF-0936CPZM}",normal,LOW
{K9R0-I9PD90PS-3226SKDI},1/5/2010 8:14,DTAA/KKW0676,PC-4445,Connect,"User DTAA/KKW0676 connect PC-4445 on May 01, 2010 at 08:14 AM. Session ID: {K9R0-I9PD90PS-3226SKDI}",normal,LOW
{W7Y5-N4BB57VG-7453OZKT},1/5/2010 8:24,DTAA/OJH0425,PC-1730,Connect,"User DTAA/OJH0425 connect PC-1730 on May 01, 2010 at 08:24 AM. Session ID: {W7Y5-N4BB57VG-7453OZKT}",normal,LOW
{Y3N5-E7TH01WJ-4813JQWQ},1/5/2010 8:24,DTAA/ARM0416,PC-1249,Disconnect,"User DTAA/ARM0416 disconnect PC-1249 on May 01, 2010 at 08:24 AM. Session ID: {Y3N5-E7TH01WJ-4813JQWQ}",normal,MEDIUM
{N2R8-K9VK51VO-7500EEHY},1/5/2010 8:30,DTAA/GKJ0573,PC-3174,Connect,"User DTAA/GKJ0573 connect PC-3174 on May 01, 2010 at 08:30 AM. Session ID: {N2R8-K9VK51VO-7500EEHY}",normal,LOW
{Y3O7-X8BS47EZ-8054QNEX},1/5/2010 8:42,DTAA/SEF0446,PC-2477,Connect,"User DTAA/SEF0446 connect PC-2477 on May 01, 2010 at 08:42 AM. Session ID: {Y3O7-X8BS47EZ-8054QNEX}",normal,LOW
